movie_id,title,release_date,genres
80e223a0a2,Paul Blart: Mall Cop,2009-01-16,"Action, Comedy, Crime, Family"
80eb38ccf6,Music Teacher,2019-04-19,Drama
80fe4886f5,2 Guns,2013-08-02,"Action, Comedy, Thriller"
816c854145,Lethal Seduction,2015-07-11,Thriller
816d8c02aa,Birdman or (The Unexpected Virtue of...,2014-11-14,"Comedy, Drama"
816e4bd1a6,The Danish Girl,2016-01-22,"Biography, Drama, Romance"
81707a85db,The Lifeguard,2013-07-30,"Drama, Romance"
8186add3c5,The Outsider,2018-03-09,"Action, Crime, Drama, Thriller"
81889884fd,The Manchurian Candidate,2004-07-30,"Drama, Mystery, Sci-Fi, Thriller"
819a646a75,Accepted,2006-08-18,Comedy
81a38631e6,Take Down,2016-08-19,"Action, Adventure, Crime, Drama, Thriller"
81b387140f,Once Upon a Time in Venice,2017-06-16,"Action, Comedy"
81ba0833f8,I Am Michael,2017-01-27,"Biography, Drama, Romance"
81de826765,Hostel: Part II,2007-06-08,"Horror, Thriller"
81f39b2af2,The Silenced,2015-06-18,"Horror, Mystery, Thriller"
81fb87c18c,Burlesque: Heart of the Glitter Tribe,2017-03-03,Documentary
8208fdc6b8,Universal Soldier: Regeneration,2010-01-01,"Action, Adventure, Sci-Fi"
8259f2fb74,Kaho Naa... Pyaar Hai,2000-01-14,"Action, Romance, Thriller"
8279c65c4c,The Most Unknown,2018-08-09,Documentary
82b25a2abb,Red 2,2013-07-19,"Action, Adventure, Comedy, Crime, Thriller"
82b6ef8d56,All Eyez on Me,2017-06-16,"Biography, Drama, Music"
82cd5e3d8e,The Girl with the Dragon Tattoo,2011-12-21,"Crime, Drama, Mystery, Thriller"
82e20e6d2d,Chandni Bar,2001-09-28,"Crime, Drama"
82ee1acfcb,Tiger,2016-08-25,"Drama, Sport"
82f809f685,Bel Ami,2012-03-09,"Crime, Drama, History, Romance"
830eae3ccf,Soul Plane,2004-05-28,Comedy
83357a1291,Black Water,2018-05-25,"Action, Drama, Thriller"
834a97c522,The Mechanic,2011-01-28,"Action, Thriller"
83508141dc,The Benchwarmers,2006-04-07,"Comedy, Sport"
836f63de63,The Voices,2015-02-06,"Comedy, Crime, Horror, Thriller"
8392fa082c,My Little Pony Crystal Princess: The Runaway Rainbow,2007-03-28,"Animation, Family"
83c3af610c,Blackball,2003-09-05,"Comedy, Drama, Sport"
83d8f95fc2,The Impossible,2013-01-04,"Drama, History, Thriller"
83ec3e69bc,Gods of Egypt,2016-02-26,"Action, Adventure, Fantasy"
8403425e96,Brawl in Cell Block 99,2017-10-06,"Action, Crime, Drama, Thriller"
840521130f,Trespass Against Us,2016-11-24,"Action, Crime, Drama, Thriller"
842c40d690,Cracking the Da Vinci Code,2004-05-01,"Documentary, History"
8437d342f0,The Forest,2016-01-08,"Horror, Mystery, Thriller"
844096194a,Elena Undone,2010-06-25,"Drama, Romance"
845ec0d963,Passengers,2008-09-26,"Drama, Fantasy, Horror, Mystery, Romance, Thriller"
8462fb73af,The Institute,2017-03-03,Thriller
848d823478,Dude,2018-04-20,"Comedy, Drama"
8491ca03a1,The Wild Thornberrys Movie,2002-12-20,"Animation, Adventure, Comedy, Family, Fantasy"
84a106b656,The Lorax,2012-03-02,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical"
84a9e693a9,Ittefaq,2017-11-03,"Mystery, Thriller"
84b2d06c44,Conan the Barbarian,2011-08-19,"Action, Adventure, Fantasy"
84bba0346f,The Thomas Crown Affair,1999-08-06,"Crime, Romance, Thriller"
84e4fb02b7,Scooby-Doo,2002-06-14,"Adventure, Comedy, Family, Fantasy, Mystery"
8551a0dbdd,Den 12. mann,NOT AVAILABLE,NOT AVAILABLE
85646abfb3,Holidays,2016-04-15,"Fantasy, Horror, Mystery"
85847e36b9,Superbad,2007-08-17,Comedy
859119806e,A Hundred Streets,NOT AVAILABLE,NOT AVAILABLE
859d7f8ee3,Last Holiday,2006-01-13,"Comedy, Romance"
8600e964f5,Murder Mystery,2019-06-14,"Action, Comedy, Crime, Mystery, Romance"
862db1fcd7,Day of the Dead: Bloodline,2018-01-05,"Action, Drama, Horror, Sci-Fi, Thriller"
8634db05b9,Casting JonBenet,2017-04-28,Documentary
863b39bbe8,The Late Bloomer,2016-10-07,"Comedy, Drama, Romance"
863dea77f7,The Lord of the Rings: The Fellowship of the Ring,2001-12-19,"Action, Adventure, Drama, Fantasy"
8694b7b042,Hadi Ä°nåŸallah,2014-11-28,Comedy
86c2ec7628,Sherlock Gnomes,2018-03-23,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance"
86efb379af,Circle,2015-10-16,"Drama, Horror, Mystery, Sci-Fi, Thriller"
8701d0bdf6,Thi Mai,2018-01-12,Comedy
871b46084b,It's Complicated,2009-12-25,"Comedy, Drama, Romance"
87391a8cc1,Step Sisters,2018-01-19,Comedy
8741fa98eb,Michael Clayton,2007-10-12,"Crime, Drama, Mystery, Thriller"
8745347522,Contract Killers,2014-03-11,"Action, Crime, Thriller"
878aef805d,Spy Kids 3: Game Over,2003-07-25,"Action, Adventure, Comedy, Family, Sci-Fi"
8794ff8849,Friends with Money,2006-04-21,"Comedy, Drama, Romance"
87ce1a6b0e,Not Another Teen Movie,2001-12-14,Comedy
87e390759b,Saheb Bibi Golaam,NOT AVAILABLE,"Action, Crime, Drama, Thriller"
87ed840fc8,Free Rein: Valentine's Day,2019-02-01,NOT AVAILABLE
87fc0a77f9,P,2006-02-03,Horror
881950b3c8,The Funhouse Massacre,2015-11-13,"Comedy, Horror"
881e4cdac3,Here Alone,2017-05-18,"Drama, Horror, Sci-Fi, Thriller"
88270e6873,A Girl Like Her,2015-03-27,Drama
8828d8dc74,Beltracchi: The Art of Forgery,2014-03-06,"Documentary, Biography, Crime"
88d20e6a40,Hitch,2005-02-11,"Comedy, Romance"
88f2d31330,Happy,2013-07-03,"Documentary, Drama, Family"
8900d3de7a,Jack and Jill,2011-11-11,Comedy
8906c57e5f,Casper,1995-05-26,"Comedy, Family, Fantasy"
890cdd2803,Spy Kids 2: The Island of Lost Dreams,2002-08-07,"Action, Adventure, Comedy, Family, Sci-Fi"
891daa0d91,Hunting the Lost Symbol,2009-10-18,Documentary
893b098d8e,Jack Ryan: Shadow Recruit,2014-01-17,"Action, Drama, Thriller"
893d095be4,Flimflam,2016-09-11,"Comedy, Family"
895435e8a8,The Discovery,2017-03-31,"Drama, Romance, Sci-Fi, Thriller"
89623eac5a,Pray for Rain,2017-06-16,"Drama, Mystery, Thriller"
8969f12900,Super Monsters and the Wish Star,2018-12-07,"Animation, Short, Comedy, Family, Fantasy"
897c42465a,White Coffin,2016-12-01,"Action, Horror, Thriller"
897cd8ec02,Best Neighbors,NOT AVAILABLE,NOT AVAILABLE
897d53ae28,I Am Happiness On Earth,2014-10-23,Drama
89accdab2c,21 & Over,2013-03-01,Comedy
89ae1a7eb8,"Baby, Baby, Baby",2015-10-30,"Comedy, Drama, Romance"
8a5b0e0b40,Rajma Chawal,2018-11-30,"Comedy, Drama, Family"
8ab46a0cb1,Safe House,2012-02-10,"Action, Thriller"
8acd4ef294,The Department,2015-01-30,"Romance, Thriller"
8aef5e2ed0,Boyz n the Hood,1991-07-12,"Crime, Drama"
8b497afee5,Filth,2014-04-24,"Comedy, Crime, Drama"
8b5771257d,Imagine That,2009-06-12,"Comedy, Drama, Family, Fantasy"
8b7eb07b45,The Descent,2006-08-04,"Adventure, Horror, Thriller"
8bae945f08,Cross Wars,2017-02-07,"Action, Fantasy"
8bb5799b79,Zack and Miri Make a Porno,2008-10-31,"Comedy, Romance"
8bfc26c1ee,The Endless,2018-04-06,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller"
8bfe103015,XX,2017-02-17,Horror
8c14e58ed6,Safe Haven,2013-02-14,"Drama, Romance, Thriller"
8c3dad5c6f,Unfinished Business,2015-03-06,"Comedy, Drama"
8c6b828bac,Next Gen,2018-09-07,"Animation, Action, Adventure, Comedy, Family, Sci-Fi"
8c7ad81751,Deadly Impact,2010-04-20,"Action, Crime, Thriller"
8c8cc2dc08,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-26,"Action, Adventure, Fantasy"
8cc4bbf319,Path,2015-10-12,"Action, Drama, Horror, Thriller"
8cde10169f,Mater,2017-10-12,Drama
8d01af3a85,Sex Ed,2014-11-07,"Comedy, Romance"
8d352bd8e0,All Hallows' Eve,2016-09-27,Family
8d3d0e5e19,RoboCop,1987-07-17,"Action, Crime, Sci-Fi, Thriller"
8d505ed30e,Chasing Amy,1997-04-18,"Comedy, Drama, Romance"
8da92e05c0,Newness,2017-11-03,"Drama, Romance"
8db5e0d8dd,Kill Command,2016-11-25,"Action, Horror, Sci-Fi, Thriller"
8dc6394fa9,Bruno and Boots: This Can't Be Happening at Macdonald Hall,2017-04-01,Family
8de1e13e86,Good Luck Chuck,2007-09-21,"Comedy, Romance"
8df5007998,Who the F**k Is That Guy?,2017-07-21,"Documentary, Music"
8e51862064,Seven Years in Tibet,1997-10-10,"Adventure, Biography, Drama, History, War"
8e77a97a57,Death Note,2017-08-25,"Action, Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller"
8e8179742c,The Big Wedding,2013-04-26,"Comedy, Drama, Romance"
8e9612c5c7,Back and Forth,2016-07-21,"Comedy, Drama, Romance"
8ea1082eb3,Parmanu: The Story of Pokhran,2018-05-25,"Action, Drama, History"
8f05278edf,Ultraviolet,2006-03-03,"Action, Sci-Fi"
8f2dc77522,Johnny English,2003-07-18,"Action, Adventure, Comedy"
8f5c54fafb,Alpha and Omega,2010-09-17,"Animation, Adventure, Comedy, Family, Romance"
8f65229848,Pitch Perfect,2012-10-05,"Comedy, Music, Romance"
8f841b855b,Run All Night,2015-03-13,"Action, Crime, Drama, Thriller"
8f8b895191,What's Your Number?,2011-09-30,"Comedy, Romance"
8f8e4beb9f,Snowden,2016-09-16,"Biography, Drama, Thriller"
8f91ddcbe0,The Babadook,2014-11-28,"Drama, Horror"
8fa40c20c6,Anastasia,1997-11-21,"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance"
8fd92ade01,The Adventure Club,2017-02-10,"Adventure, Family"
9002ac8189,My Best Friend's Girl,2008-09-19,"Comedy, Romance"
90417411fe,Bless the Child,2000-08-11,"Crime, Drama, Horror, Thriller"
904e799995,Radio Rebel,2012-02-17,"Comedy, Drama, Family"
906cdfd6d7,The Doll 2,2017-07-20,"Horror, Thriller"
9088aacfab,Date Movie,2006-02-17,"Comedy, Romance"
90dace0030,Conspiracy Theory: Did We Land on the Moon?,2001-02-15,Documentary
90f6da5a73,Pad Man,2018-02-09,"Comedy, Drama"
90f929d28a,Wallace & Gromit: The Curse of the Were-Rabbit,2005-10-07,"Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi"
90fd401a35,"Jeff, Who Lives at Home",2012-05-11,"Comedy, Drama"
9112a78dab,The Open House,2018-01-19,"Horror, Thriller"
911cd72115,Just Go with It,2011-02-11,"Comedy, Romance"
912a03cbfd,Contagion,2011-09-09,"Action, Drama, Thriller"
913913c14a,Your Son,2018-11-09,Drama
9141daa790,Terminator Genisys,2015-07-01,"Action, Adventure, Sci-Fi, Thriller"
915cefc443,The Holiday Calendar,2018-11-02,"Drama, Fantasy, Romance"
91789dff4e,Doom,2005-10-21,"Action, Horror, Sci-Fi"
917d5f2005,Seeking a Friend for the End of the World,2012-06-22,"Adventure, Comedy, Drama, Romance, Sci-Fi"
919393a044,This Is the End,2013-06-12,Comedy
91a59c2a8a,The Passion of the Christ,2004-02-25,Drama
91ad26f32a,Ender's Game,2013-11-01,"Action, Adventure, Fantasy, Sci-Fi"
91ca994ce3,The Amazing Spider-Man,2012-07-03,"Action, Adventure, Sci-Fi"
91ccd36c73,The Kissing Booth,NOT AVAILABLE,NOT AVAILABLE
91dd7963af,Hall Pass,2011-02-25,"Comedy, Romance"
91e826cb17,Footloose,2011-10-14,"Comedy, Drama, Music, Romance"
91f457d404,Miss Meadows,2014-11-14,"Comedy, Crime, Drama, Romance, Thriller"
92331100ea,Sixteen Candles,1984-05-04,"Comedy, Romance"
923959ba1e,Wild Orchid 2,NOT AVAILABLE,NOT AVAILABLE
9273567d2d,Dracula Untold,2014-10-10,"Action, Drama, Fantasy, Horror, War"
9273aa42a4,Howard the Duck,1986-08-01,"Action, Adventure, Comedy, Romance, Sci-Fi"
92838327a8,Agora,2009-10-09,"Adventure, Biography, Drama, History, Romance"
92a21d463d,Blue Lagoon: The Awakening,2012-06-16,"Drama, Romance"
92a3e32f92,The Scarlet Letter,2004-10-28,"Drama, Mystery, Thriller"
92b34a05ea,The Haunting of Sharon Tate,2019-04-05,"Drama, Horror, Thriller"
92d73dd1af,Haraamkhor,2017-01-13,"Drama, Romance"
9311f3f0fa,The Cloverfield Paradox,2018-02-04,"Action, Adventure, Horror, Sci-Fi, Thriller"
9327f467e5,Return to Me,2000-04-07,"Comedy, Drama, Romance"
932bc1380a,Chasing Coral,NOT AVAILABLE,NOT AVAILABLE
933248ae48,Monsters,2010-12-03,"Adventure, Drama, Romance, Sci-Fi, Thriller"
934402ae13,Bad Moms,NOT AVAILABLE,NOT AVAILABLE
935132a1ba,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",2015-12-09,Comedy
9353f0586d,Pay the Ghost,2015-09-25,"Drama, Horror, Mystery, Thriller"
9359c908a2,The Perfect Man,2005-06-17,"Comedy, Family, Romance"
93602f1656,The Miracle Season,2018-04-06,"Drama, Sport"
9381c1b7a1,Bride Wars,2009-01-09,"Comedy, Romance"
93a2ea98d3,Princess Cyd,2017-11-03,"Drama, Romance"
93c25656ed,Unacknowledged,2017-05-09,Documentary
93cacc361c,The Fundamentals of Caring,2016-06-24,"Comedy, Drama"
93d005015d,Beat Bugs: All Together Now,2017-11-21,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical"
93f26eb151,Death Wish II,1982-02-19,"Action, Crime, Drama, Thriller"
947fe61d7d,Among the Believers,2015-12-11,"Documentary, Biography, News, War"
9492c61860,Vengeance: A Love Story,2017-09-15,"Action, Crime, Drama, Thriller"
94e31ca80b,Hotel Transylvania 2,2015-09-25,"Animation, Comedy, Family, Fantasy"
950fdc35cb,Black Knight,2001-11-21,"Adventure, Comedy, Fantasy"
951fffda99,Bad Day for the Cut,2017-10-20,"Action, Crime, Drama, Thriller"
9541f65f43,The Spy Who Dumped Me,2018-08-03,"Action, Adventure, Comedy"
95a6f94a44,Crimson Peak,2015-10-16,"Drama, Fantasy, Horror, Mystery, Romance, Thriller"
95bdd03820,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016-02-26,"Action, Adventure, Drama, Fantasy"
95df95e3f9,Long Shot,NOT AVAILABLE,NOT AVAILABLE
95f6331db2,Horror Story,2014-05-02,Horror
961ec2a3d4,The Favor,1994-04-29,"Comedy, Romance"
9629ad7b05,Notes on Blindness,2016-07-01,"Documentary, Drama"
964c45238c,Message from the King,2017-08-04,"Action, Crime, Drama, Thriller"
969952da51,The Tribe,2018-03-16,Comedy
96a13f0af1,Saw: The Final Chapter,2010-10-29,"Horror, Mystery"
96ba8bfab2,Take Your Pills,2018-03-16,Documentary
96d774bd2a,The Ouija Experiment 2: Theatre of Death,2017-01-13,Horror
96da600367,Every Second Counts: The Story of the 2008 CrossFit Games,NOT AVAILABLE,Documentary
96debad268,The SpongeBob Movie: Sponge Out of Water,2015-02-06,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi"
97320599c9,Tramps,2017-04-21,"Comedy, Romance"
9752a55c30,Septembers of Shiraz,2016-06-24,Thriller
975646e3f6,The Devil's Mistress,2016-01-21,"Biography, Drama, History, Romance"
9769244833,Pink,2016-09-16,"Drama, Thriller"
978cbbe52d,Paranormal Activity 5,NOT AVAILABLE,NOT AVAILABLE
979004ee65,The Darkest Dawn,2018-04-15,"Action, Sci-Fi"
979c92b2da,Mudbound,2017-11-17,"Drama, War"
97a0a767c2,Thor: The Dark World,2013-11-08,"Action, Adventure, Fantasy"
98340b66dc,Command and Control,2016-04-17,"Documentary, History"
98692adbdf,Sarkar,2005-07-01,"Crime, Drama"
9870334010,The Last Laugh,2019-01-11,Comedy
988c5024eb,My Little Pony Equestria Girls: Legend of Everfree,2016-10-01,"Animation, Comedy, Family, Fantasy, Musical"
98bbd82cac,The Whistleblower,2011-10-27,"Biography, Crime, Drama"
98ce93a19a,Bowie: The Man Who Changed the World,2016-05-09,"Documentary, Biography, Music"
98fa3ca265,The Rezort,2020-05-29,"Horror, Sci-Fi, Thriller"
9906728ef9,Miss Stevens,2016-09-20,"Comedy, Drama"
9909872dfc,The Propaganda Game,2015-10-30,Documentary
992ad2e62c,Bombairiya,2019-01-18,"Comedy, Crime, Drama"
99a4a99907,Dharam Sankat Mein,2015-04-10,Comedy
99aca3e21c,Saw VI,2009-10-23,"Horror, Mystery"
99b5da996c,Manorama Six Feet Under,2007-09-21,"Crime, Drama, Mystery, Thriller"
9a1bafa7e5,Street,2015-10-30,Action
9a1daf3ca7,baryflie,1987-10-16,"Comedy, Drama, Romance"
9a6a177223,Big Fish,2004-01-09,"Adventure, Drama, Fantasy, Romance"
9a8d6d5e4e,The Twilight Saga: Eclipse,2010-06-30,"Adventure, Drama, Fantasy, Romance"
9a94a918d1,Cinderella,2015-03-13,"Drama, Family, Fantasy, Romance"
9aa1aadf15,3 Ninjas Kick Back,1994-05-06,"Action, Comedy, Family"
9abc46d80e,The Big Short,2015-12-23,"Biography, Comedy, Drama, History"
9ad1aa8940,A 2nd Chance,2015-09-01,"Drama, Family, Sport"
9b8ba383db,Rescue Dawn,2007-07-27,"Action, Biography, Drama, Thriller, War"
9bca2d98ac,1922,2017-10-20,"Crime, Drama, Horror, Mystery, Thriller"
9bcae53f1f,22 Bullets,2010-03-24,"Action, Crime, Drama, Thriller"
9bfee795ff,Hannibal,2001-02-09,"Crime, Drama, Thriller"
9c06583213,Windtalkers,2002-06-14,"Action, Drama, War"
9c155a6142,Chain Reaction,1996-08-02,"Action, Drama, Sci-Fi, Thriller"
9c1b1d3b80,Blackhat,2015-01-16,"Action, Crime, Thriller"
9c1d07586b,Hickok,2017-07-07,Western
9c26f635ef,G.O.R.A,2004-11-12,"Adventure, Comedy, Sci-Fi"
9c4f9ab0fa,The Visit,NOT AVAILABLE,NOT AVAILABLE
9c64a8d9ae,Gridlocked,2016-06-14,Action
9c76a07a3c,Don't Wake Mommy,2016-01-03,"Drama, Horror, Thriller"
9c8208a2f7,Leap Year,2010-01-08,"Comedy, Romance"
9c965160e1,Monster Island,2017-09-14,"Animation, Adventure, Comedy, Family, Fantasy"
9ca0ec0905,Into the Wild,2007-10-19,"Adventure, Biography, Drama"
9ca1ae2ebd,Brooklyn's Finest,2010-03-05,"Action, Crime, Drama, Thriller"
9ce5913051,Barbie of Swan Lake,2003-09-30,"Animation, Family"
9cfdcbc8f4,Sex: My British Job,2013-09-23,Documentary
9d12aa31f3,Ip Man 2,2010-04-29,"Action, Biography, Drama, History"
9d148cc8ba,Tallulah,2016-07-29,"Comedy, Drama, Romance"
9d162c50cf,Jeepers Creepers 3,2017-11-02,"Action, Horror, Mystery, Thriller"
9d30a68b3a,Teenage Mutant Ninja Turtles,2014-08-08,"Action, Adventure, Comedy, Sci-Fi"
9d37a7232c,Savages,2012-07-06,"Crime, Drama, Thriller"
9d3f7eb44d,Romantik Komedi 2: Bekarlığa Veda,2013-02-14,Comedy
9d4707dd26,Loco Love,2017-03-24,"Drama, Romance"
9d4aae6032,Scary Movie 5,2013-04-12,Comedy
9d5b16a291,True Story,2015-04-17,"Crime, Drama, Mystery"
9d7ed98a87,Awol-72,2015-09-25,"Action, Thriller"
9da0474748,The Choice,2016-02-05,"Drama, Romance"
9da34e82ee,The Night Before,2015-11-20,"Comedy, Fantasy"
9de1c5df20,Attack the Block,2011-05-13,"Action, Adventure, Comedy, Sci-Fi, Thriller"
9e175bd5eb,The Presence,2015-03-12,Horror
9e22685882,Devil,2010-09-17,"Horror, Mystery, Thriller"
9e3a69b84c,The Purge: Election Year,2016-07-01,"Action, Horror, Sci-Fi, Thriller"
9e5e6c6eff,Flushed Away,2006-11-03,"Animation, Adventure, Comedy, Family, Fantasy"
9e5fe8e6d3,My Babysitter's a Vampire: The Movie,2011-06-10,"Adventure, Comedy, Fantasy"
9e82971414,Captive for 18 Years: The Jaycee Lee Story,NOT AVAILABLE,NOT AVAILABLE
9e898f41e0,A Perfect Day,NOT AVAILABLE,NOT AVAILABLE
9e8df34a48,Brotherly Love,2015-04-24,Drama
9ec2a21368,The Land of Steady Habits,2018-09-14,"Comedy, Drama"
9ed3f24b6f,The Captive,2014-12-12,"Crime, Drama, Mystery, Thriller"
9f0bbbceb2,Sinbad: Legend of the Seven Seas,2003-07-02,"Animation, Adventure, Family, Fantasy"
9f65245da9,The Red Thread,2016-05-19,"Drama, Romance"
9f6b0dc00a,I Spit on Your Grave,2011-01-20,"Horror, Thriller"
9f71c3d35c,Hector,2015-12-11,Drama
9f83813eea,The Weekend,2016-12-02,Comedy
9fb72d3ebc,Lego Elves,2015-03-08,"Animation, Adventure, Fantasy"
9fef06d898,Spanglish,2004-12-17,"Comedy, Drama, Romance"
a02b5281de,Kill Switch,2017-06-16,"Action, Sci-Fi, Thriller"
a06f945a82,Grown Ups,2010-06-25,Comedy
a0afb9ddcc,Angela's Christmas,2018-11-30,"Animation, Short, Adventure, Family"
a0f83f3732,Resident Evil: Apocalypse,2004-09-10,"Action, Horror, Sci-Fi, Thriller"
a0fe49f889,Think Like a Man Too,2014-06-20,"Comedy, Romance"
a10b11cabc,The Forbidden Kingdom,2008-04-18,"Action, Adventure, Fantasy"
a144113e3e,Air Bud: Golden Receiver,1998-08-14,"Comedy, Family, Sport"
a1580d0864,Iron Man,2008-05-02,"Action, Adventure, Sci-Fi"
a179dc9681,Asterix the Gaul,NOT AVAILABLE,NOT AVAILABLE
a189f85030,10 Years,2012-10-05,"Comedy, Drama, Romance"
a1d3449cdc,War on Everyone,2017-02-03,"Action, Comedy, Crime"
a1d5e0bcb2,The Divergent Series: Allegiant,2016-03-18,"Action, Adventure, Mystery, Sci-Fi, Thriller"
a20247538e,"Margarita, with a Straw",2016-06-14,Drama
a215824200,The Edge of Seventeen,2016-11-18,"Comedy, Drama"
a2288d6c5c,Kung Fu Panda: Secrets of the Scroll,2016-01-05,"Animation, Short, Action, Adventure, Comedy, Family"
a256121a56,Valley Uprising,2014-09-01,Documentary
a26f9324d5,Horrid Henry: The Movie,2013-01-11,"Adventure, Comedy, Family"
a2b7e73406,Monsters University,2013-06-21,"Animation, Adventure, Comedy, Family, Fantasy"
a30762d6aa,Are We There Yet?,2005-01-21,"Adventure, Comedy, Family, Fantasy, Romance"
a30dfc4194,Rooney: The Man Behind The Goals,2015-10-05,Documentary
a397630545,The Player,2012-06-06,Comedy
a39819a816,Scott Pilgrim vs. the World,2010-08-13,"Action, Comedy, Fantasy, Romance"
a3cb6b1673,Small Crimes,2017-04-28,"Crime, Drama, Thriller"
a4485e1483,The Girl on the Train,2016-10-07,"Crime, Drama, Mystery, Thriller"
a45280bebd,Hellboy,2004-04-02,"Action, Fantasy, Horror"
a453f044cf,Equilibrium,2002-12-06,"Action, Drama, Sci-Fi, Thriller"
a4dc65c84d,The Other Guys,2010-08-06,"Action, Comedy, Crime"
a4efa31794,Ace Ventura: Pet Detective,1994-02-04,Comedy
a4f8f16a21,My Name Is Lenny,2017-06-09,"Biography, Drama, Sport"
a4fe090e7c,Dear John,2010-02-05,"Drama, Romance, War"
a52f08526d,Wild,2014-12-19,"Biography, Drama"
a5364d161c,Paan Singh Tomar,2012-03-02,"Action, Biography, Crime, Sport, Thriller"
a54a4f4574,F the Prom,2017-12-05,"Comedy, Drama"
a54b8de192,Killers,2010-06-04,"Action, Comedy, Romance, Thriller"
a5797e6d73,Much Loved,2015-09-16,Drama
a5d0aa6483,Dovlatov,2018-10-26,"Biography, Drama"
a5d0d5d684,Life as We Know It,2010-10-08,"Comedy, Drama, Romance"
a5dcd90b76,Kick-Ass,2010-04-16,"Action, Comedy, Crime"
a5eac88e8d,In the Shadow of Iris,2016-11-16,"Drama, Thriller"
a607dc99c1,Spider-Man: Homecoming,2017-07-07,"Action, Adventure, Sci-Fi"
a634d7042c,Big Daddy,1999-06-25,"Comedy, Drama"
a649dffbd1,The Babysitter,2017-10-13,"Comedy, Horror"
a64e1b21ee,Consumed,2016-04-01,"Drama, Thriller"
a6510de14c,Ghostbusters,2016-07-15,"Action, Comedy, Fantasy, Sci-Fi"
a659fff474,Waiting,2016-05-27,Drama
a694f0d30f,The D Train,2015-05-08,"Comedy, Drama"
a69673c363,Ms. Mammy,2012-10-25,"Comedy, Romance"
a6a3615c17,Maze Runner: The Scorch Trials,2015-09-18,"Action, Adventure, Sci-Fi, Thriller"
a6de7a0057,Russia's Toughest Prisons,2011-06-18,Documentary
a6e2bd42d4,Deck the Halls,2006-11-22,"Comedy, Family"
a6f31e6548,When Worlds Collide,1951-11-15,"Action, Sci-Fi, Thriller"
a746d1f6ea,Fiza,2000-09-08,"Action, Crime, Drama, Romance"
a760826ef8,Tanu Weds Manu,2011-02-25,"Comedy, Drama, Romance"
a7609108f1,Wish Upon,2017-07-14,"Drama, Fantasy, Horror, Mystery, Thriller"
a774aefdbd,Before I Wake,NOT AVAILABLE,NOT AVAILABLE
a78910d49a,Before We Go,2015-07-21,"Comedy, Drama, Romance"
a797daff3d,Await Further Instructions,2018-10-05,"Horror, Mystery, Sci-Fi"
a7bc88c3e7,Fast & Furious,2009-04-03,"Action, Crime, Thriller"
a7caedf760,Fantastic Four,2015-08-07,"Action, Adventure, Sci-Fi"
a7d72a15ec,Pineapple Express,2008-08-06,"Action, Comedy, Crime"
a7e1301d7a,Froning: The Fittest Man in History,2015-10-02,Documentary
a80d6fc2aa,The SpongeBob SquarePants Movie,2004-11-19,"Animation, Action, Adventure, Comedy, Family, Fantasy"
a82f95fb30,13 Hours: The Secret Soldiers of Benghazi,2016-01-15,"Action, Drama, History, Thriller, War"
a888ed85f2,You Will Love Me,2013-08-31,"Horror, Mystery, Thriller"
a8b3702c21,Bleeding Steel,2017-12-22,"Action, Adventure, Sci-Fi, Thriller"
a902051413,Limitless,2011-03-18,"Sci-Fi, Thriller"
a920150cc9,Johnny English Reborn,2011-10-21,"Action, Adventure, Comedy, Crime"
a9611c534b,The Secret,2018-04-26,Horror
a9723d4272,Thank You,2011-04-08,Comedy
a97868a9f6,Liar Liar,1997-03-21,"Comedy, Fantasy"
a97f96bbdc,King Cobra,2016-10-21,"Comedy, Crime, Drama"
a9954fc307,Unlocked,NOT AVAILABLE,NOT AVAILABLE
a9a2996a1c,The Chosen,NOT AVAILABLE,"Drama, History, Thriller"
a9ae9e7f2f,Exit Afghanistan,2013-10-17,Documentary
a9b91d8cf4,Backfire,2019-03-01,"Crime, Drama"
a9ee8bd2fe,The Incredible Hulk,2008-06-13,"Action, Adventure, Sci-Fi"
a9f3d98fa1,S.W.A.T.,2003-08-08,"Action, Adventure, Crime, Thriller"
aa152bd298,Sound City,2013-02-18,"Documentary, Music"
aa1ba17f44,Green Zone,2010-03-12,"Action, Drama, Thriller, War"
aa4d885246,Secrets of Westminster,NOT AVAILABLE,"Documentary, History"
aa8461a11e,Jodhaa Akbar,2008-02-15,"Action, Drama, History, Romance, War"
aa8c056967,30 Days of Night,2007-10-19,"Action, Horror, Thriller"
aaa5aafa85,Girlfriend's Day,2017-02-14,"Comedy, Drama"
aaad32fc0d,Despicable Me 3,2017-06-30,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi"
aac290c33b,Nick and Norah's Infinite Playlist,2008-10-03,"Comedy, Drama, Music, Romance"
